,CustomerID,unique_invoiceno_count,unique_stockcode_count,total_amount,active_days
874,13505,8,182,4282.88,165
875,13506,3,26,452.82,57
876,13507,4,146,2479.16,142
877,13508,1,12,110.97,0
878,13509,7,27,979.72,275
879,13510,5,86,1785.16,182
880,13512,1,15,251.21,0
881,13513,1,10,205.1,0
882,13514,1,4,152.20000000000002,0
883,13515,4,50,891.12,175
884,13516,3,43,1389.41,217
885,13517,5,125,2109.07,120
886,13518,1,36,627.16,0
887,13519,2,8,110.80000000000001,27
888,13520,8,49,3487.75,312
889,13521,3,313,1071.73,8
890,13522,1,5,125.80000000000001,0
891,13523,6,157,3755.38,333
892,13524,5,17,680.1800000000001,179
893,13525,2,5,628.78,233
894,13527,8,153,2218.61,293
895,13529,2,15,307.76,125
896,13531,2,17,483.8,161
897,13532,1,66,210.31,0
898,13533,3,61,269.09,84
899,13534,43,119,5613.08,355
900,13536,7,91,3444.39,74
901,13538,7,10,1280.85,272
902,13539,4,36,605.84,223
903,13544,2,76,276.06,200
904,13546,3,72,621.09,188
905,13548,2,114,678.16,147
906,13549,8,37,916.12,216
907,13551,1,4,91.80000000000001,0
908,13552,16,82,3539.53,249
909,13555,4,128,4098.88,128
910,13557,2,31,584.06,252
911,13558,4,123,594.52,62
912,13560,1,32,171.42000000000002,0
913,13561,1,14,141.85999999999999,0
914,13562,3,50,1799.33,163
915,13563,2,49,777.53,55
916,13564,5,68,623.3900000000001,223
917,13565,2,35,240.22,315
918,13566,2,134,856.84,41
919,13568,1,41,187.05,0
920,13569,2,73,338.62,350
921,13570,1,27,239.49,0
922,13571,12,157,2088.94,240
923,13572,1,32,1384.25,0
924,13573,2,24,290.25,202
925,13575,5,41,732.0699999999999,152
926,13576,20,78,6703.3,362
927,13577,5,61,1658.3,216
928,13579,2,19,467.04,354
929,13581,1,10,118.0,0
930,13583,1,53,781.03,0
931,13584,1,24,142.4,0
932,13587,3,8,347.0,31
933,13588,13,132,2445.12,239
934,13589,2,21,379.65,164
935,13590,7,70,1976.12,291
936,13591,3,56,1117.13,202
937,13592,4,15,247.95999999999998,228
938,13593,6,77,1965.0800000000002,227
939,13594,1,26,396.97,0
940,13596,2,133,664.11,7
941,13598,2,33,147.29,0
942,13599,33,172,5026.85,365
943,13600,1,19,219.52,0
944,13601,2,90,693.32,166
945,13602,1,23,428.89,0
946,13603,1,27,164.34,0
947,13606,3,40,276.75,282
948,13607,1,93,675.51,0
949,13610,9,165,1065.88,273
950,13611,4,67,1140.8,270
951,13614,4,171,1585.46,306
952,13615,2,23,399.99,6
953,13617,3,31,544.18,140
954,13618,1,13,177.34,0
955,13621,1,19,213.85,0
956,13623,7,78,652.4,266
957,13626,1,19,257.23,0
958,13627,7,84,1624.02,298
959,13629,11,28,7792.36,315
960,13630,11,51,1995.68,280
961,13631,12,6,3021.77,167
962,13632,6,121,2114.68,218
963,13634,5,156,1547.3600000000001,293
964,13635,1,62,1071.03,0
965,13636,6,57,941.62,248
966,13637,3,79,804.3,174
967,13638,1,8,122.64,0
968,13639,1,39,1033.34,0
969,13642,1,57,312.28,0
970,13643,3,24,519.44,154
971,13644,5,144,2597.52,96
972,13645,1,5,252.1,0
973,13647,5,65,1640.22,225
974,13649,2,23,346.6,109
975,13650,7,79,1809.34,250
976,13651,2,6,94.2,4
977,13652,3,48,1095.08,322
978,13654,6,157,2707.33,230
979,13655,2,52,932.97,127
980,13656,2,49,379.65,172
981,13657,2,16,382.14,190
982,13658,7,91,2421.47,194
983,13659,3,93,1540.65,123
984,13662,7,50,862.58,173
985,13663,1,13,189.47,0
986,13666,3,12,84.65,227
987,13667,1,82,299.05,0
988,13668,29,286,6162.31,359
989,13669,2,9,218.55,98
990,13670,1,25,349.7,0
991,13672,6,5,-71.46,32
992,13673,2,47,387.44,13
993,13675,2,25,486.82000000000005,133
994,13678,1,16,232.6,0
995,13680,5,164,2199.01,337
996,13681,4,37,827.83,137
997,13682,1,3,59.5,0
998,13684,2,29,62.13,0
999,13685,7,29,3119.44,57
1000,13686,1,8,72.0,0
1001,13689,1,6,910.0,0
1002,13690,1,9,172.25,0
1003,13692,5,49,1466.8700000000001,211
1004,13693,2,4,-32.0,0
1005,13694,60,369,62690.54,369
1006,13695,15,46,2504.13,228
1007,13697,1,12,151.29999999999998,0
1008,13699,1,14,308.58000000000004,0
1009,13700,10,139,2248.63,300
1010,13703,1,1,99.5,0
1011,13704,10,111,2295.31,83
1012,13705,3,25,711.86,366
1013,13706,1,20,330.79,0
1014,13707,2,48,806.41,48
1015,13708,1,49,285.33,0
1016,13709,17,244,6228.71,311
1017,13710,1,8,180.48,0
1018,13711,2,11,252.06,0
1019,13712,1,10,228.84,0
1020,13715,8,89,1051.99,91
1021,13716,1,21,138.28,0
1022,13717,7,92,1432.26,266
1023,13718,2,9,306.55,49
1024,13719,5,56,1041.68,219
1025,13720,4,42,799.9,138
1026,13721,1,28,524.14,0
1027,13722,4,75,2369.16,162
1028,13723,1,6,199.85000000000002,0
1029,13725,11,97,1809.81,258
1030,13726,2,39,1079.6599999999999,61
1031,13727,2,19,333.48,4
1032,13728,6,38,1016.14,273
1033,13730,2,38,752.6,25
1034,13731,2,36,610.59,27
1035,13732,1,33,491.86,0
1036,13735,8,161,2764.48,209
1037,13736,3,167,721.9,255
1038,13737,1,29,339.59999999999997,0
1039,13739,1,3,216.9,0
1040,13740,1,23,350.75,0
1041,13741,4,34,666.33,145
1042,13742,14,200,3079.27,303
1043,13743,8,8,1340.1499999999999,256
1044,13744,2,54,1080.52,197
1045,13745,2,25,291.54,10
1046,13747,1,1,79.6,0
1047,13748,5,24,948.25,278
1048,13750,5,20,1647.26,283
1049,13751,1,9,296.25,0
1050,13752,6,64,1175.38,122
1051,13753,1,35,741.26,0
1052,13754,2,11,282.59999999999997,165
1053,13755,10,232,2101.39,59
1054,13756,15,66,5145.12,365
1055,13758,7,104,3190.55,361
1056,13759,2,24,659.4100000000001,37
1057,13760,2,50,286.79,202
1058,13761,2,68,1070.65,129
1059,13762,2,7,3.552713678800501e-15,14
1060,13763,3,17,1689.46,107
1061,13764,3,183,1519.42,266
1062,13767,52,55,16945.71,371
1063,13769,16,73,2771.87,365
1064,13771,5,114,2631.7,182
1065,13772,3,141,1122.63,205
1066,13774,1,22,345.0,0
1067,13777,41,40,25748.350000000002,372
1068,13778,1,9,178.7,0
1069,13780,2,56,360.01,163
1070,13781,1,17,127.84,0
1071,13782,6,96,908.86,315
1072,13784,11,9,2462.79,322
1073,13786,1,7,230.39999999999998,0
1074,13787,2,24,309.04,288
1075,13790,1,45,348.8,0
1076,13791,3,7,1047.68,124
1077,13792,2,13,195.55,221
1078,13798,63,115,36352.87,370
1079,13799,2,32,688.86,177
1080,13800,1,33,558.32,0
1081,13801,1,23,324.8,0
1082,13802,6,57,3906.27,222
1083,13803,1,17,277.07,0
1084,13804,7,124,2588.39,259
1085,13805,2,10,924.6,76
1086,13806,1,10,256.38,0
1087,13807,1,7,112.6,0
1088,13808,5,70,1747.66,91
1089,13809,1,11,155.05,0
1090,13810,4,32,899.51,27
1091,13811,4,7,591.75,55
1092,13812,3,33,539.0,63
1093,13813,5,54,1353.41,95
1094,13814,3,37,1562.12,81
1095,13815,5,132,4014.91,296
1096,13816,4,27,555.04,40
1097,13817,2,20,382.98,322
1098,13819,3,26,1140.35,18
1099,13821,2,51,385.64,116
1100,13822,2,90,632.0,34
1101,13823,2,39,957.66,72
1102,13824,5,34,1698.94,277
1103,13826,2,11,174.65,18
1104,13827,3,83,409.8,85
1105,13828,1,15,209.49,0
1106,13829,1,1,-102.0,0
1107,13831,6,58,2198.45,353
1108,13832,2,3,40.949999999999996,1
1109,13833,1,28,383.85,0
1110,13835,4,48,834.57,190
1111,13837,2,17,266.59000000000003,105
1112,13838,4,144,674.82,364
1113,13841,1,1,85.0,0
1114,13842,9,155,3385.62,308
1115,13844,1,20,361.62,0
1116,13845,1,9,312.98,0
1117,13846,4,56,847.61,335
1118,13848,3,3,1255.0,273
1119,13849,2,97,1537.95,119
1120,13850,2,93,1586.81,41
1121,13851,3,77,2651.46,192
1122,13853,2,23,1056.94,48
1123,13854,29,39,8025.0199999999995,356
1124,13856,5,10,363.4,34
1125,13858,1,11,216.17,0
1126,13859,1,27,201.16,0
1127,13860,6,58,1240.0,85
1128,13862,10,97,2187.31,314
1129,13863,2,20,299.56,2
1130,13865,4,26,501.56,231
1131,13866,1,7,145.67000000000002,0
1132,13867,3,51,1005.09,186
1133,13868,2,32,3192.54,31
1134,13869,4,234,3083.65,233
1135,13870,10,91,2751.25,285
1136,13871,14,155,6389.8,286
1137,13873,4,21,381.7,190
1138,13874,1,18,540.45,0
1139,13875,5,79,1786.79,247
1140,13876,1,7,122.7,0
1141,13877,1,3,117.24,0
1142,13878,1,35,1271.57,0
1143,13880,13,125,3219.77,345
1144,13881,22,72,16989.52,308
1145,13882,6,54,1131.28,61
1146,13883,9,110,2538.75,325
1147,13884,6,45,781.3000000000001,276
1148,13885,2,28,506.8,11
1149,13886,1,16,243.56,0
1150,13887,1,19,349.55,0
1151,13888,2,38,595.67,98
1152,13889,1,15,416.90000000000003,0
1153,13890,14,74,1860.8600000000001,357
1154,13892,4,26,632.97,219
1155,13893,1,21,821.1,0
1156,13894,5,25,535.97,288
1157,13895,5,97,2588.12,143
1158,13897,1,17,311.16,0
1159,13898,1,12,155.93,0
1160,13899,2,19,388.52,258
1161,13900,3,42,740.95,79
1162,13901,5,144,2867.2,246
1163,13904,2,24,332.64,257
1164,13908,5,104,2347.05,196
1165,13911,9,120,2580.91,251
1166,13914,3,28,613.95,32
1167,13917,2,16,272.04,141
1168,13918,2,30,1212.8400000000001,203
1169,13919,3,24,350.15999999999997,68
1170,13922,1,7,172.25,0
1171,13923,1,20,351.13,0
1172,13924,11,91,1682.08,70
1173,13925,6,28,616.65,98
1174,13926,1,11,223.85000000000002,0
1175,13927,1,21,348.99,0
1176,13928,4,23,464.57,122
1177,13929,3,8,802.85,157
1178,13930,2,15,337.34,78
1179,13931,3,56,1230.93,195
1180,13932,1,16,307.4,0
1181,13933,2,23,608.7900000000001,39
1182,13934,1,31,922.1,0
1183,13936,2,26,361.28,8
1184,13937,1,9,158.85,0
1185,13938,1,7,71.66,0
1186,13939,4,43,556.75,288
1187,13940,4,39,839.14,126
1188,13941,7,24,4912.41,350
1189,13946,3,11,561.5699999999999,188
1190,13947,1,5,90.6,0
1191,13948,1,3,102.0,0
1192,13949,6,124,2427.32,91
1193,13950,5,33,728.56,235
1194,13951,3,38,674.45,118
1195,13952,3,120,3246.091,27
1196,13953,7,8,3515.68,345
1197,13954,3,24,378.59,69
1198,13955,2,33,322.96,151
1199,13956,5,123,1019.27,266
1200,13958,1,5,-102.45,0
1201,13959,3,79,594.04,283
1202,13960,2,11,230.22,50
1203,13962,2,11,169.55,223
1204,13963,4,35,664.54,59
1205,13967,1,2,80.7,0
1206,13969,20,334,8956.92,357
1207,13971,11,118,2702.2200000000003,276
1208,13972,2,15,190.25,131
1209,13973,1,11,264.7,0
1210,13974,1,28,413.59000000000003,0
1211,13975,7,240,2438.19,245
1212,13976,1,10,357.98,0
1213,13978,2,14,196.79000000000002,30
1214,13979,1,54,869.87,0
1215,13980,1,11,200.14,0
1216,13982,5,72,1861.11,326
1217,13983,13,91,2590.46,337
1218,13984,6,14,488.03,339
1219,13985,16,108,7024.53,260
1220,13986,1,12,320.46,0
1221,13988,9,188,4098.8,234
1222,13989,2,33,1266.08,173
1223,13990,1,16,311.3,0
1224,13991,7,58,847.54,131
1225,13992,1,5,76.8,0
1226,13993,12,66,3409.66,298
1227,13994,6,122,2274.14,144
1228,13995,6,55,1383.49,230
1229,13999,15,102,3865.26,351
1230,14000,2,15,633.71,4
1231,14001,4,35,2030.3300000000002,327
1232,14002,2,47,529.73,22
1233,14004,7,102,4582.64,245
1234,14005,5,53,2874.72,206
1235,14006,3,22,962.19,196
1236,14009,3,42,685.9300000000001,7
1237,14012,1,11,328.8,0
1238,14013,3,30,473.02,165
1239,14014,1,39,505.18,0
1240,14015,1,20,917.34,0
1241,14016,5,154,4328.46,203
1242,14019,4,37,1398.96,91
1243,14020,2,37,642.8,71
1244,14021,3,22,631.9,101
1245,14022,1,28,440.0,0
1246,14023,2,30,584.07,242
1247,14024,2,16,327.7,2
1248,14027,1,6,104.82,0
1249,14029,2,15,467.66,80
1250,14030,8,210,2358.84,348
1251,14031,23,121,14634.640000000001,365
1252,14032,18,53,2929.84,364
1253,14034,4,82,509.09,135
1254,14035,5,41,1428.02,268
1255,14036,1,38,626.65,0
1256,14037,2,27,147.20000000000002,188
1257,14038,4,64,1554.48,128
1258,14039,1,6,152.2,0
1259,14040,15,147,3487.59,290
1260,14041,1,21,141.41,0
1261,14044,4,165,646.42,283
1262,14045,4,4,1659.75,264
1263,14046,1,14,154.99,0
1264,14047,7,22,1290.01,364
1265,14048,2,84,375.13,27
1266,14049,6,352,5536.15,301
1267,14050,2,49,746.36,74
1268,14051,26,52,15477.34,365
1269,14052,1,56,225.36,0
1270,14053,2,2,260.25,35
1271,14054,1,6,92.46,0
1272,14055,1,10,725.6400000000001,0
1273,14056,29,321,8062.46,282
1274,14057,18,179,6141.099999999999,336
1275,14059,1,8,183.6,0
1276,14060,20,86,6135.38,368
1277,14062,12,60,10464.85,354
1278,14064,7,59,1168.92,245
1279,14066,1,7,152.55,0
1280,14067,2,51,374.7,32
1281,14068,1,22,265.85,0
1282,14071,9,271,1306.16,261
1283,14073,2,13,139.54,11
1284,14075,3,33,942.26,256
1285,14076,1,43,118.67,0
1286,14077,5,33,499.41999999999996,233
1287,14078,6,46,1049.37,271
1288,14079,1,12,375.1,0
1289,14080,1,4,45.599999999999994,0
1290,14081,4,126,891.77,101
1291,14082,1,28,182.25,0
1292,14083,9,162,1002.9,367
1293,14085,19,272,4408.54,366
1294,14087,2,62,178.72,0
1295,14088,14,379,50415.49,312
1296,14089,1,13,158.75,0
1297,14090,1,1,76.32000000000001,0
1298,14092,17,117,4063.1,365
1299,14093,1,95,433.86,0
1300,14096,34,1121,57120.909999999996,97
1301,14098,1,21,147.35,0
1302,14099,12,167,3092.9700000000003,338
1303,14100,1,24,191.95000000000002,0
1304,14101,6,15,5976.79,252
1305,14102,8,35,1060.33,39
1306,14104,2,21,216.20999999999998,11
1307,14105,2,74,1260.33,153
1308,14107,8,61,2688.48,312
1309,14108,3,33,594.16,70
1310,14109,2,9,80.2,49
1311,14110,13,94,5669.65,263
1312,14111,5,10,688.6,227
1313,14112,12,117,2774.17,253
1314,14113,8,26,1377.92,351
1315,14114,2,15,386.53,56
1316,14116,5,61,1382.74,101
1317,14117,1,3,90.0,0
1318,14119,1,1,-19.9,0
1319,14121,6,148,2740.3,56
1320,14124,1,4,419.58000000000004,0
1321,14125,3,159,2720.63,67
1322,14126,4,14,643.6300000000001,2
1323,14127,3,39,709.71,187
1324,14128,2,40,637.5,195
1325,14129,5,31,1123.8600000000001,259
1326,14130,1,66,480.91,0
1327,14132,12,100,3580.13,181
1328,14133,5,26,590.3399999999999,186
1329,14135,15,95,4690.31,371
1330,14138,2,40,965.8800000000001,62
1331,14139,1,26,415.82,0
1332,14140,3,60,920.05,27
1333,14141,6,28,879.0300000000001,102
1334,14142,1,22,311.81,0
1335,14143,1,7,115.8,0
1336,14145,5,6,3148.2,170
1337,14146,6,183,2949.57,348
1338,14147,3,4,468.4,236
1339,14148,1,3,157.2,0
1340,14149,3,28,259.43,8
1341,14150,2,23,658.64,324
1342,14152,3,47,611.09,158
1343,14154,2,52,1345.62,0
1344,14155,1,6,118.75,0
1345,14156,66,716,113214.59,362
1346,14157,3,45,392.44,265
1347,14158,1,41,507.66,0
1348,14159,14,501,4615.64,343
1349,14161,3,87,1097.6200000000001,153
1350,14162,2,25,289.36,118
1351,14163,4,36,2445.91,151
1352,14164,2,28,1631.77,10
1353,14165,1,23,120.44,0
1354,14167,4,27,562.59,291
1355,14171,1,57,363.79,0
1356,14173,4,28,450.84,208
1357,14174,1,26,134.46,0
1358,14175,7,139,3108.06,278
1359,14176,5,28,574.0,70
1360,14177,5,37,544.51,94
1361,14178,7,191,1600.26,173
1362,14179,2,135,701.57,11
1363,14180,31,112,4640.77,361
1364,14184,1,24,452.89,0
1365,14185,1,3,197.65,0
1366,14188,10,34,2018.91,301
1367,14189,24,176,4604.31,366
1368,14191,14,146,4660.01,218
1369,14193,2,35,853.39,201
1370,14194,32,269,11216.75,303
1371,14195,3,7,962.7,50
1372,14196,1,6,335.52,0
1373,14198,7,35,663.5,235
1374,14199,1,2,185.39999999999998,0
1375,14201,9,32,688.04,299
1376,14204,1,36,150.61,0
1377,14205,4,35,218.78,354
1378,14206,2,21,308.26,121
1379,14208,1,10,151.74,0
1380,14209,7,55,2067.13,321
1381,14210,7,66,1900.89,280
1382,14211,13,87,2208.3,241
1383,14212,1,9,1070.48,0
1384,14213,1,5,-1192.2,0
1385,14214,7,64,1000.23,246
1386,14215,7,98,1777.92,356
1387,14216,4,47,1839.3,34
1388,14217,24,78,1925.3600000000001,364
1389,14218,1,12,169.48000000000002,0
1390,14219,1,7,89.94,0
1391,14220,2,21,632.4,110
1392,14221,10,123,3427.85,296
1393,14222,1,41,683.17,0
1394,14223,4,50,975.23,171
1395,14224,4,105,1009.73,209
1396,14226,7,64,2184.2400000000002,240
1397,14227,15,117,3315.71,258
1398,14229,5,29,1450.6,281
1399,14231,5,47,822.0600000000001,109
1400,14232,8,81,2043.93,232
1401,14233,5,30,1447.51,273
1402,14234,4,122,754.12,35
1403,14235,6,65,3093.86,250
1404,14236,2,15,490.86,291
1405,14237,1,9,161.0,0
1406,14238,1,8,146.85,0
1407,14239,13,83,2323.5,272
1408,14240,2,37,890.34,195
1409,14241,1,10,213.70000000000002,0
1410,14242,2,13,280.55,91
1411,14243,14,99,2535.88,357
1412,14245,5,107,1677.48,87
1413,14246,3,57,1474.06,135
1414,14247,1,19,136.76999999999998,0
1415,14248,1,8,302.58,0
1416,14250,3,94,1904.05,82
1417,14251,5,37,2879.7000000000003,55
1418,14256,3,51,935.0600000000001,110
1419,14257,6,89,3087.27,267
1420,14258,10,58,12650.08,328
1421,14259,1,5,120.0,0
1422,14261,2,52,1163.45,27
1423,14262,8,87,2618.23,232
1424,14264,3,17,319.47,217
1425,14265,2,31,530.18,39
1426,14267,7,25,1279.09,109
1427,14270,1,29,492.65000000000003,0
1428,14271,1,10,112.32,0
1429,14272,2,33,437.96,180
1430,14273,4,22,559.97,190
1431,14276,5,52,1019.39,201
1432,14277,4,195,3928.8,197
1433,14280,1,8,134.04,0
1434,14282,15,70,3701.44,364
1435,14284,3,24,578.45,55
1436,14285,4,18,1910.01,155
1437,14286,5,220,4595.81,219
1438,14287,4,10,151.23000000000002,190
1439,14288,2,16,413.85,1
1440,14289,6,33,911.26,280
1441,14290,6,90,2307.4500000000003,350
1442,14291,12,145,3873.3,273
1443,14292,14,67,4819.33,318
1444,14293,4,51,1046.56,365
1445,14295,2,7,154.70000000000002,292
1446,14297,6,49,1284.06,257
1447,14298,45,884,50862.44,357
1448,14299,18,94,2855.35,358
1449,14300,1,3,43.2,0
1450,14301,2,13,632.04,9
1451,14304,2,25,197.1,78
1452,14305,5,96,1803.76,64
1453,14306,3,33,2083.42,34
1454,14307,6,150,2995.72,284
1455,14309,10,75,2319.68,350
1456,14311,2,20,229.71,17
1457,14312,6,74,1611.59,290
1458,14314,1,8,120.0,0
1459,14315,7,64,2456.98,245
1460,14317,1,24,508.58000000000004,0
1461,14320,3,29,343.11,126
1462,14321,5,111,1530.75,322
1463,14323,4,32,574.26,123
1464,14326,2,8,166.85,7
1465,14327,1,12,311.65,0
1466,14329,14,218,4889.14,320
1467,14331,2,27,462.65999999999997,10
1468,14332,3,22,840.21,125
1469,14333,2,15,351.45,3
1470,14334,9,98,2539.46,341
1471,14335,2,55,454.86,80
1472,14336,4,77,1614.91,259
1473,14338,4,30,554.22,38
1474,14339,4,15,289.90999999999997,8
1475,14340,1,6,134.7,0
1476,14341,9,109,2151.08,273
1477,14342,6,19,607.71,188
1478,14344,8,56,889.9300000000001,241
1479,14345,1,6,108.97999999999999,0
1480,14346,2,55,1021.58,176
1481,14348,1,18,409.57,0
1482,14349,1,31,133.5,0
1483,14350,2,19,258.7,3
1484,14351,1,1,51.0,0
1485,14352,4,44,1078.96,116
1486,14353,1,6,90.6,0
1487,14354,2,9,163.62,24
1488,14355,1,11,174.4,0
1489,14356,4,36,666.9399999999999,21
1490,14357,1,39,225.12,0
1491,14359,6,44,882.58,68
1492,14360,4,104,2118.03,62
1493,14362,1,37,151.5,0
1494,14364,8,61,3717.35,102
1495,14367,19,270,9134.12,267
1496,14368,1,8,155.0,0
1497,14371,1,4,100.5,0
1498,14373,1,4,76.55,0
1499,14375,1,57,235.56,0
1500,14377,2,11,617.05,70
1501,14379,2,39,348.1,251
1502,14381,1,56,202.68,0
1503,14382,1,121,615.49,0
1504,14383,3,49,1247.69,125
1505,14385,3,13,202.11,14
1506,14386,1,7,142.4,0
1507,14387,3,125,1727.6,76
1508,14388,10,124,3172.04,364
1509,14389,5,34,999.72,309
1510,14390,13,135,4582.22,362
1511,14393,1,5,67.95,0
1512,14395,12,181,3444.11,369
1513,14396,2,71,487.99,306
1514,14397,23,18,2556.68,212
1515,14400,2,25,559.7,8
1516,14401,14,113,4039.98,355
1517,14403,5,17,1426.31,116
1518,14404,7,70,1409.72,335
1519,14406,1,8,156.75,0
1520,14407,9,67,2111.08,169
1521,14408,7,60,2599.03,253
1522,14409,7,40,1908.25,297
1523,14410,15,197,573.45,290
1524,14411,1,14,1063.0,0
1525,14412,3,43,761.3299999999999,37
1526,14413,1,22,121.05,0
1527,14414,8,79,1485.1299999999999,267
1528,14415,18,284,5766.85,359
1529,14416,2,13,490.22,20
1530,14418,3,114,1937.25,104
1531,14419,6,112,1051.79,354
1532,14420,2,29,385.87,13
1533,14421,2,25,813.11,154
1534,14422,6,189,4263.64,266
1535,14423,1,3,265.2,0
1536,14424,1,1,322.08,0
1537,14426,16,187,3918.9,340
1538,14427,2,16,363.34000000000003,13
1539,14428,7,108,1209.3700000000001,317
1540,14431,2,17,423.26,4
1541,14432,6,256,2248.5,79
1542,14434,6,3,1372.8,50
1543,14436,1,9,89.06,0
1544,14437,2,6,-43.400000000000006,222
1545,14438,1,9,131.9,0
1546,14439,1,32,2661.24,0
1547,14440,5,33,2357.6800000000003,357
1548,14441,10,45,1545.14,364
1549,14442,5,59,1544.62,315
1550,14443,7,86,1400.88,318
1551,14446,4,233,1010.35,245
1552,14447,5,54,1163.23,261
1553,14448,2,20,375.35,354
1554,14449,4,201,885.8,353
1555,14450,3,32,483.25,139
1556,14451,2,86,643.9,134
1557,14452,2,55,259.05,83
1558,14453,1,22,119.93,0
1559,14456,14,580,3002.5099999999998,137
1560,14457,1,4,113.64,0
1561,14459,1,37,1837.92,0
1562,14460,4,14,383.34,200
1563,14461,3,173,2103.06,113
1564,14462,15,151,1942.45,275
1565,14463,3,6,529.62,107
1566,14465,3,107,1038.44,56
1567,14466,7,35,2272.4,343
1568,14467,4,67,596.26,295
1569,14470,2,43,461.19,275
1570,14472,8,153,1852.67,251
1571,14473,2,7,234.34000000000003,208
1572,14474,2,29,537.71,2
1573,14475,6,36,799.82,233
1574,14476,1,17,193.0,0
1575,14477,5,7,1307.81,277
1576,14479,2,18,316.25,111
1577,14480,1,13,279.05,0
1578,14481,2,25,636.51,122
1579,14482,6,110,2022.81,220
1580,14483,2,10,129.2,131
1581,14484,1,14,321.92,0
1582,14485,1,44,162.8,0
1583,14487,7,112,1152.73,341
1584,14488,2,46,1047.43,16
1585,14489,1,30,463.38,0
1586,14491,2,17,340.93,197
1587,14493,7,95,2362.84,147
1588,14494,1,7,139.56,0
1589,14495,2,6,123.8,70
1590,14496,2,16,538.8100000000001,61
1591,14497,2,29,457.47,7
1592,14498,5,162,1957.32,319
1593,14499,3,146,808.44,252
1594,14500,3,6,356.85,101
1595,14501,3,9,190.31,255
1596,14502,14,369,2310.18,293
1597,14503,6,113,3543.26,175
1598,14504,4,85,673.26,231
1599,14505,11,542,5772.49,344
1600,14506,5,204,1960.65,351
1601,14507,7,79,1352.88,252
1602,14508,2,52,268.05,67
1603,14511,6,53,1267.4099999999999,122
1604,14512,2,19,275.28,44
1605,14513,4,11,438.49,188
1606,14514,3,65,990.2,270
1607,14515,6,68,2076.89,200
1608,14517,2,17,330.45,108
1609,14518,1,16,174.37,0
1610,14520,2,3,270.6,289
1611,14522,4,15,974.54,173
1612,14523,1,12,241.09,0
1613,14524,9,161,1843.83,329
1614,14525,13,218,4105.07,352
1615,14527,86,331,7709.69,371
1616,14528,1,18,364.21999999999997,0
1617,14529,3,177,578.61,50
1618,14530,6,140,2862.11,270
1619,14532,4,45,932.85,115
1620,14533,9,53,1812.6200000000001,328
1621,14534,25,334,4025.6,316
1622,14535,4,280,2831.7400000000002,189
1623,14536,1,18,170.95,0
1624,14537,1,10,355.56,0
1625,14538,2,19,388.25,191
1626,14539,2,31,537.48,28
1627,14540,3,64,952.66,299
1628,14541,8,71,1453.35,260
1629,14542,1,5,103.25,0
1630,14543,21,43,2916.17,360
1631,14544,2,97,2004.3,337
1632,14546,9,255,2482.86,244
1633,14547,9,198,3953.9500000000003,50
1634,14548,2,2,652.8,167
1635,14549,1,56,289.24,0
1636,14550,2,38,757.37,33
1637,14551,2,9,186.23,185
1638,14552,1,57,164.22,0
1639,14553,5,103,859.27,319
1640,14554,4,147,2279.4900000000002,42
1641,14555,2,18,312.54,244
1642,14557,2,16,0.0,21
1643,14560,24,39,2174.18,350
1644,14561,3,67,1080.76,108
1645,14562,22,189,4676.62,300
1646,14565,6,111,3073.77,265
1647,14566,1,4,1432.0,0
1648,14567,3,33,1524.46,95
1649,14569,1,10,227.39,0
1650,14570,2,29,218.06,0
1651,14572,10,191,2775.39,320
1652,14573,13,127,1590.12,192
1653,14576,1,1,35.400000000000006,0
1654,14577,4,86,859.71,350
1655,14578,1,24,168.63,0
1656,14581,1,16,138.6,0
1657,14582,1,6,114.11,0
1658,14583,5,243,986.96,200
1659,14584,5,68,1020.06,29
1660,14585,1,29,157.05,0
1661,14586,3,19,134.16,49
1662,14587,10,170,1577.39,312
1663,14589,1,3,39.75,0
1664,14591,4,138,1320.21,197
1665,14592,3,132,557.94,28
1666,14593,3,127,617.15,177
1667,14594,2,48,363.33,365
1668,14595,6,94,1740.6,293
1669,14597,2,45,866.24,180
1670,14598,1,49,221.97,0
1671,14600,1,25,393.33000000000004,0
1672,14601,1,7,213.96,0
1673,14603,1,2,660.0,0
1674,14606,128,832,11633.35,372
1675,14607,17,38,10981.1,245
1676,14608,4,8,1785.15,358
1677,14609,4,2,601.56,224
1678,14616,3,2,406.08000000000004,74
1679,14618,4,11,538.59,356
1680,14619,2,20,379.51,6
1681,14620,3,26,393.28000000000003,79
1682,14621,6,80,1765.76,357
1683,14622,1,21,320.58000000000004,0
1684,14623,6,108,866.8000000000001,203
1685,14624,2,13,225.85,1
1686,14625,5,52,848.48,186
1687,14626,7,108,2757.07,224
1688,14627,1,5,-21.85,0
1689,14628,2,22,671.96,151
1690,14629,3,133,935.46,43
1691,14631,3,38,1006.98,248
1692,14632,1,8,114.56,0
1693,14633,1,20,344.90000000000003,0
1694,14636,2,27,609.85,232
1695,14638,1,16,443.6,0
1696,14639,8,138,2952.34,309
1697,14640,8,87,2024.45,211
1698,14641,1,7,110.46,0
1699,14642,1,2,96.12,0
1700,14643,3,30,668.61,187
1701,14644,4,26,780.46,289
1702,14645,2,28,597.09,118
1703,14646,77,703,279489.02,353
1704,14647,1,24,236.04000000000002,0
1705,14649,4,148,1402.59,207
1706,14651,2,95,653.75,143
1707,14652,1,29,114.18,0
